file,raw_frames,depth_accuracy_global_error_mm,depth_plane_rms_mm,depth_zone_std_median_mm,depth_zone_std_p95_mm,depth_valid_pct,refl_fpn_pct,refl_holdout_after_pct,refl_temporal_cv_pct,deproj_xy_p95_mm,deproj_xy_edge_p95_mm
4msExpPrecision55inchFlatField.bin,1271,-4.109130859375,2.0163314069502403,0.7660982689572351,0.8609254001545432,100.0,6.596441922477059,1.4478581717208816,0.6963480464052492,31.431350536653053,43.82652857957803
8msExpPrecision55inchFlatField.bin,1173,-4.242919921875,2.0286684740914684,0.5268087677416203,0.601913518048294,100.0,6.679974894812315,1.4549387802397868,0.43813580350810893,31.420344466770047,43.81545564114227
8msExpPrecision60hzEnv55inchFlatField.bin,1196,-4.02734375,2.0329517637275347,0.5115222347405917,0.5867092585629184,100.0,6.662128279519313,1.4468677948119013,0.4390378373825098,31.420387760098127,43.81260219086063
Reg16msExpAmbient55inchFlatField.bin,1227,-7.1934814453125,2.5540982429090264,0.43187292052123105,0.5053695860848644,100.0,3.7271666114927395,1.7651792741803083,0.13134724100037556,31.3895410448603,43.94168717777747
Reg16msExpPrecision55inchFlatField.bin,1003,-4.1103515625,2.073967684793486,0.3647108183654707,0.42981585714707216,100.0,6.586101914384145,1.4354958783296674,0.3304897302155428,31.419030882208254,43.814531659866155
ULP16msExpAmbient55inchFlatField.bin,564,-6.74365234375,2.669701583317097,0.40289806391092653,0.5470777872131193,100.0,3.6949300678655526,1.7386020113588645,0.11586337846237976,31.40743786930516,43.973025828160345
ULP16msExpPrecision55inchFlatField.bin,578,-3.31689453125,1.9428868359443083,0.3521712009443996,0.4288832745508722,100.0,6.726708712982925,1.4868816861219138,0.299722186048345,31.430133749850267,43.819796917021876
hfr55inchFlatField.bin,1778,-4.1971435546875,1.972650346460068,0.7531112158176902,0.8305784584828727,100.0,6.594791776209741,1.448854408285068,0.6377601327251186,31.417473971822105,43.82174763782308
precision55inchFlatField.bin,1195,-3.3475341796875,2.174939814461012,0.4507092782806754,0.5282539333996807,100.0,6.668058483573594,1.4925078770352878,0.39666897073005375,31.44630206798568,43.851547615658085
